VideoID,UserID,UserName,VideoName,VideoDescription,FName,LName,TimeDateStamp
562,856,UserNumber856learning,"Drag, Drop and other mail management","Learn about drag and drop in the browser, and how to use built in options for working with mail",Scott,Gower,6/27/2016
565,856,UserNumber856learning,Embedded Email Feature,Learn about the embedded email and the pop out function for drafts,Scott,Gower,6/27/2016
559,856,UserNumber856learning,Learn how to use Settings,"Learn how to setup your signature, turn on automatic replies and change your theme",Scott,Gower,6/27/2016
582,856,UserNumber856learning,A first look at getting started with OneDrive for Business,"This is the full course for you to learn about OneDrive for business and how to get started",Scott,Gower,6/27/2016
556,1633,UserNumber1633learning,A first look at Getting Started with Office 365,This is the full course. Learn how to login and get started with your Mail and Calendar Apps in Office365,Mark,Taylor,6/27/2016
556,1428,UserNumber1428learning,A first look at Getting Started with Office 365,This is the full course. Learn how to login and get started with your Mail and Calendar Apps in Office365,Joanna,Powell,6/27/2016
556,1428,UserNumber1428learning,A first look at Getting Started with Office 365,This is the full course. Learn how to login and get started with your Mail and Calendar Apps in Office365,Joanna,Powell,6/27/2016
556,1428,UserNumber1428learning,A first look at Getting Started with Office 365,This is the full course. Learn how to login and get started with your Mail and Calendar Apps in Office365,Joanna,Powell,6/27/2016
582,462,UserNumber462learning,A first look at getting started with OneDrive for Business,"This is the full course for you to learn about OneDrive for business and how to get started",Tony,Bowman,6/27/2016
586,1519,UserNumber1519learning,Move your files to OneDrive,"Learn about using OneDrive as your new ""server"" so you can access it via the browser anytime and anywhere",Cindy,Santos,6/27/2016
591,1519,UserNumber1519learning,Retrieve Deleted files from OneDrive Recycle bin,"Learn how to restore a deleted file from OneDrive",Cindy,Santos,6/27/2016
568,462,UserNumber462learning,A first look at getting Started with Skype For Business,This is the full course for you to learn about the basics of Skype for Business and to start with messaging,Tony,Bowman,6/27/2016
556,1560,UserNumber1560learning,A first look at Getting Started with Office 365,This is the full course. Learn how to login and get started with your Mail and Calendar Apps in Office365,Stephen,Singleton,6/27/2016
595,462,UserNumber462learning,A first look at getting started with Outlook Groups,"This is the full course for you to learn about the new feature of Outlook Groups - imagine distribution groups on steroids",Tony,Bowman,6/27/2016
556,462,UserNumber462learning,A first look at Getting Started with Office 365,This is the full course. Learn how to login and get started with your Mail and Calendar Apps in Office365,Tony,Bowman,6/27/2016
568,1560,UserNumber1560learning,A first look at getting Started with Skype For Business,This is the full course for you to learn about the basics of Skype for Business and to start with messaging,Stephen,Singleton,6/27/2016
595,1560,UserNumber1560learning,A first look at getting started with Outlook Groups,"This is the full course for you to learn about the new feature of Outlook Groups - imagine distribution groups on steroids",Stephen,Singleton,6/27/2016
556,370,UserNumber370learning,A first look at Getting Started with Office 365,This is the full course. Learn how to login and get started with your Mail and Calendar Apps in Office365,Eugene,Andrews,6/27/2016
595,345,UserNumber345learning,A first look at getting started with Outlook Groups,"This is the full course for you to learn about the new feature of Outlook Groups - imagine distribution groups on steroids",Robert,Adams,6/27/2016
556,345,UserNumber345learning,A first look at Getting Started with Office 365,This is the full course. Learn how to login and get started with your Mail and Calendar Apps in Office365,Robert,Adams,6/27/2016
556,1559,UserNumber1559learning,A first look at Getting Started with Office 365,This is the full course. Learn how to login and get started with your Mail and Calendar Apps in Office365,Eddie,Sinclair,6/27/2016
556,1251,UserNumber1251learning,A first look at Getting Started with Office 365,This is the full course. Learn how to login and get started with your Mail and Calendar Apps in Office365,Linda,Mears,6/27/2016
556,1763,UserNumber1763learning,A first look at Getting Started with Office 365,This is the full course. Learn how to login and get started with your Mail and Calendar Apps in Office365,Janae,Whitmore,6/27/2016
556,1043,UserNumber1043learning,A first look at Getting Started with Office 365,This is the full course. Learn how to login and get started with your Mail and Calendar Apps in Office365,Jerry,Johnson,6/27/2016
556,1722,UserNumber1722learning,A first look at Getting Started with Office 365,This is the full course. Learn how to login and get started with your Mail and Calendar Apps in Office365,Robert,Ward,6/27/2016
556,1620,UserNumber1620learning,A first look at Getting Started with Office 365,This is the full course. Learn how to login and get started with your Mail and Calendar Apps in Office365,Hannah,Swart,6/27/2016
568,345,UserNumber345learning,A first look at getting Started with Skype For Business,This is the full course for you to learn about the basics of Skype for Business and to start with messaging,Robert,Adams,6/27/2016
556,1639,UserNumber1639learning,A first look at Getting Started with Office 365,This is the full course. Learn how to login and get started with your Mail and Calendar Apps in Office365,Teddy,Thele,6/27/2016
556,1538,UserNumber1538learning,A first look at Getting Started with Office 365,This is the full course. Learn how to login and get started with your Mail and Calendar Apps in Office365,Sarah,Scott,6/27/2016
556,1027,UserNumber1027learning,A first look at Getting Started with Office 365,This is the full course. Learn how to login and get started with your Mail and Calendar Apps in Office365,German,Large,6/27/2016
556,1159,UserNumber1159learning,A first look at Getting Started with Office 365,This is the full course. Learn how to login and get started with your Mail and Calendar Apps in Office365,Cory,Livesay,6/27/2016
556,1159,UserNumber1159learning,A first look at Getting Started with Office 365,This is the full course. Learn how to login and get started with your Mail and Calendar Apps in Office365,Cory,Livesay,6/27/2016
579,345,UserNumber345learning,Add people to your favorites and other groups,"Learn how to add users to the various groups of Skype for Business",Robert,Adams,6/27/2016
595,345,UserNumber345learning,A first look at getting started with Outlook Groups,"This is the full course for you to learn about the new feature of Outlook Groups - imagine distribution groups on steroids",Robert,Adams,6/27/2016
556,1620,UserNumber1620learning,A first look at Getting Started with Office 365,This is the full course. Learn how to login and get started with your Mail and Calendar Apps in Office365,Hannah,Swart,6/27/2016
582,345,UserNumber345learning,A first look at getting started with OneDrive for Business,"This is the full course for you to learn about OneDrive for business and how to get started",Robert,Adams,6/27/2016
556,578,UserNumber578learning,A first look at Getting Started with Office 365,This is the full course. Learn how to login and get started with your Mail and Calendar Apps in Office365,Gatlin,Cheadle,6/27/2016
556,1471,UserNumber1471learning,A first look at Getting Started with Office 365,This is the full course. Learn how to login and get started with your Mail and Calendar Apps in Office365,Lydia,Rivas,6/27/2016
582,1027,UserNumber1027learning,A first look at getting started with OneDrive for Business,"This is the full course for you to learn about OneDrive for business and how to get started",German,Large,6/27/2016
556,1633,UserNumber1633learning,A first look at Getting Started with Office 365,This is the full course. Learn how to login and get started with your Mail and Calendar Apps in Office365,Mark,Taylor,6/27/2016
582,1620,UserNumber1620learning,A first look at getting started with OneDrive for Business,"This is the full course for you to learn about OneDrive for business and how to get started",Hannah,Swart,6/27/2016
556,1620,UserNumber1620learning,A first look at Getting Started with Office 365,This is the full course. Learn how to login and get started with your Mail and Calendar Apps in Office365,Hannah,Swart,6/27/2016
568,1027,UserNumber1027learning,A first look at getting Started with Skype For Business,This is the full course for you to learn about the basics of Skype for Business and to start with messaging,German,Large,6/27/2016
556,1725,UserNumber1725learning,A first look at Getting Started with Office 365,This is the full course. Learn how to login and get started with your Mail and Calendar Apps in Office365,Sierra,Wariner,6/27/2016
556,1198,UserNumber1198learning,A first look at Getting Started with Office 365,This is the full course. Learn how to login and get started with your Mail and Calendar Apps in Office365,Bob,Manuel,6/27/2016
595,1027,UserNumber1027learning,A first look at getting started with Outlook Groups,"This is the full course for you to learn about the new feature of Outlook Groups - imagine distribution groups on steroids",German,Large,6/27/2016
565,1198,UserNumber1198learning,Embedded Email Feature,Learn about the embedded email and the pop out function for drafts,Bob,Manuel,6/27/2016
562,1198,UserNumber1198learning,"Drag, Drop and other mail management","Learn about drag and drop in the browser, and how to use built in options for working with mail",Bob,Manuel,6/27/2016
564,1198,UserNumber1198learning,Create New Calendar Appointments and Meetings,"Learn about new calendar appointments, how to add people to meetings and the scheduling assistant",Bob,Manuel,6/27/2016
561,1198,UserNumber1198learning,"Search, Sort and Filter your email",Learn how to use the various sort options when you search for email via the browser,Bob,Manuel,6/27/2016
561,1198,UserNumber1198learning,"Search, Sort and Filter your email",Learn how to use the various sort options when you search for email via the browser,Bob,Manuel,6/27/2016
582,1620,UserNumber1620learning,A first look at getting started with OneDrive for Business,"This is the full course for you to learn about OneDrive for business and how to get started",Hannah,Swart,6/27/2016
568,1198,UserNumber1198learning,A first look at getting Started with Skype For Business,This is the full course for you to learn about the basics of Skype for Business and to start with messaging,Bob,Manuel,6/27/2016
583,1620,UserNumber1620learning,Create new documents and folders in OneDrive,"Learn about creating documents via the browser and then using them with your familiar tools on the Desktop",Hannah,Swart,6/27/2016
556,1201,UserNumber1201learning,A first look at Getting Started with Office 365,This is the full course. Learn how to login and get started with your Mail and Calendar Apps in Office365,Brittney,Marrs,6/27/2016
556,1092,UserNumber1092learning,A first look at Getting Started with Office 365,This is the full course. Learn how to login and get started with your Mail and Calendar Apps in Office365,Elsa,Kitchen,6/27/2016
556,502,UserNumber502learning,A first look at Getting Started with Office 365,This is the full course. Learn how to login and get started with your Mail and Calendar Apps in Office365,Carolyn,Browne,6/27/2016
556,1678,UserNumber1678learning,A first look at Getting Started with Office 365,This is the full course. Learn how to login and get started with your Mail and Calendar Apps in Office365,Amy,Trobaugh,6/27/2016
556,1531,UserNumber1531learning,A first look at Getting Started with Office 365,This is the full course. Learn how to login and get started with your Mail and Calendar Apps in Office365,Jamie,Schultz,6/27/2016
556,1539,UserNumber1539learning,A first look at Getting Started with Office 365,This is the full course. Learn how to login and get started with your Mail and Calendar Apps in Office365,John,Seals,6/27/2016
556,1539,UserNumber1539learning,A first look at Getting Started with Office 365,This is the full course. Learn how to login and get started with your Mail and Calendar Apps in Office365,John,Seals,6/27/2016
556,578,UserNumber578learning,A first look at Getting Started with Office 365,This is the full course. Learn how to login and get started with your Mail and Calendar Apps in Office365,Gatlin,Cheadle,6/27/2016
556,444,UserNumber444learning,A first look at Getting Started with Office 365,This is the full course. Learn how to login and get started with your Mail and Calendar Apps in Office365,Tommy,Bleeker,6/27/2016
564,444,UserNumber444learning,Create New Calendar Appointments and Meetings,"Learn about new calendar appointments, how to add people to meetings and the scheduling assistant",Tommy,Bleeker,6/27/2016
556,1397,UserNumber1397learning,A first look at Getting Started with Office 365,This is the full course. Learn how to login and get started with your Mail and Calendar Apps in Office365,Janice,Pennington,6/27/2016
556,1807,UserNumber1807learning,A first look at Getting Started with Office 365,This is the full course. Learn how to login and get started with your Mail and Calendar Apps in Office365,Gordon,Wolfenbarger,6/27/2016
556,1807,UserNumber1807learning,A first look at Getting Started with Office 365,This is the full course. Learn how to login and get started with your Mail and Calendar Apps in Office365,Gordon,Wolfenbarger,6/27/2016
556,1807,UserNumber1807learning,A first look at Getting Started with Office 365,This is the full course. Learn how to login and get started with your Mail and Calendar Apps in Office365,Gordon,Wolfenbarger,6/27/2016
558,1397,UserNumber1397learning,Navigate Outlook Web Access,"Learn how to navigate Outlook web access to use your email via the browser",Janice,Pennington,6/27/2016
558,1397,UserNumber1397learning,Navigate Outlook Web Access,"Learn how to navigate Outlook web access to use your email via the browser",Janice,Pennington,6/27/2016
556,1136,UserNumber1136learning,A first look at Getting Started with Office 365,This is the full course. Learn how to login and get started with your Mail and Calendar Apps in Office365,Rhonda,Leisering,6/27/2016
556,1620,UserNumber1620learning,A first look at Getting Started with Office 365,This is the full course. Learn how to login and get started with your Mail and Calendar Apps in Office365,Hannah,Swart,6/27/2016
556,1620,UserNumber1620learning,A first look at Getting Started with Office 365,This is the full course. Learn how to login and get started with your Mail and Calendar Apps in Office365,Hannah,Swart,6/27/2016
582,1136,UserNumber1136learning,A first look at getting started with OneDrive for Business,"This is the full course for you to learn about OneDrive for business and how to get started",Rhonda,Leisering,6/27/2016
556,672,UserNumber672learning,A first look at Getting Started with Office 365,This is the full course. Learn how to login and get started with your Mail and Calendar Apps in Office365,MIguel,Davis,6/28/2016
568,1514,UserNumber1514learning,A first look at getting Started with Skype For Business,This is the full course for you to learn about the basics of Skype for Business and to start with messaging,Jan,Saltzman,6/28/2016
556,595,UserNumber595learning,A first look at Getting Started with Office 365,This is the full course. Learn how to login and get started with your Mail and Calendar Apps in Office365,Tommy,Clay,6/28/2016
556,595,UserNumber595learning,A first look at Getting Started with Office 365,This is the full course. Learn how to login and get started with your Mail and Calendar Apps in Office365,Tommy,Clay,6/28/2016
556,595,UserNumber595learning,A first look at Getting Started with Office 365,This is the full course. Learn how to login and get started with your Mail and Calendar Apps in Office365,Tommy,Clay,6/28/2016
556,595,UserNumber595learning,A first look at Getting Started with Office 365,This is the full course. Learn how to login and get started with your Mail and Calendar Apps in Office365,Tommy,Clay,6/28/2016
556,930,UserNumber930learning,A first look at Getting Started with Office 365,This is the full course. Learn how to login and get started with your Mail and Calendar Apps in Office365,Etha,Helms,6/28/2016
556,917,UserNumber917learning,A first look at Getting Started with Office 365,This is the full course. Learn how to login and get started with your Mail and Calendar Apps in Office365,Micheal,Hawkins,6/28/2016
556,888,UserNumber888learning,A first look at Getting Started with Office 365,This is the full course. Learn how to login and get started with your Mail and Calendar Apps in Office365,LouAnne,Hall,6/28/2016
556,438,UserNumber438learning,A first look at Getting Started with Office 365,This is the full course. Learn how to login and get started with your Mail and Calendar Apps in Office365,Erin,Black,6/28/2016
556,1750,UserNumber1750learning,A first look at Getting Started with Office 365,This is the full course. Learn how to login and get started with your Mail and Calendar Apps in Office365,Dalene,Whipple,6/28/2016
556,907,UserNumber907learning,A first look at Getting Started with Office 365,This is the full course. Learn how to login and get started with your Mail and Calendar Apps in Office365,Rebecca,Harrison,6/28/2016
558,907,UserNumber907learning,Navigate Outlook Web Access,"Learn how to navigate Outlook web access to use your email via the browser",Rebecca,Harrison,6/28/2016
568,907,UserNumber907learning,A first look at getting Started with Skype For Business,This is the full course for you to learn about the basics of Skype for Business and to start with messaging,Rebecca,Harrison,6/28/2016
582,445,UserNumber445learning,A first look at getting started with OneDrive for Business,"This is the full course for you to learn about OneDrive for business and how to get started",Gary,Bleeker,6/28/2016
582,907,UserNumber907learning,A first look at getting started with OneDrive for Business,"This is the full course for you to learn about OneDrive for business and how to get started",Rebecca,Harrison,6/28/2016
556,1195,UserNumber1195learning,A first look at Getting Started with Office 365,This is the full course. Learn how to login and get started with your Mail and Calendar Apps in Office365,Cory,Mamer,6/28/2016
568,917,UserNumber917learning,A first look at getting Started with Skype For Business,This is the full course for you to learn about the basics of Skype for Business and to start with messaging,Micheal,Hawkins,6/28/2016
556,1493,UserNumber1493learning,A first look at Getting Started with Office 365,This is the full course. Learn how to login and get started with your Mail and Calendar Apps in Office365,Carrie,Rose,6/28/2016
556,1311,UserNumber1311learning,A first look at Getting Started with Office 365,This is the full course. Learn how to login and get started with your Mail and Calendar Apps in Office365,Sarah,Murray,6/28/2016
564,888,UserNumber888learning,Create New Calendar Appointments and Meetings,"Learn about new calendar appointments, how to add people to meetings and the scheduling assistant",LouAnne,Hall,6/28/2016
565,888,UserNumber888learning,Embedded Email Feature,Learn about the embedded email and the pop out function for drafts,LouAnne,Hall,6/28/2016
562,888,UserNumber888learning,"Drag, Drop and other mail management","Learn about drag and drop in the browser, and how to use built in options for working with mail",LouAnne,Hall,6/28/2016
565,888,UserNumber888learning,Embedded Email Feature,Learn about the embedded email and the pop out function for drafts,LouAnne,Hall,6/28/2016
559,888,UserNumber888learning,Learn how to use Settings,"Learn how to setup your signature, turn on automatic replies and change your theme",LouAnne,Hall,6/28/2016
556,1034,UserNumber1034learning,A first look at Getting Started with Office 365,This is the full course. Learn how to login and get started with your Mail and Calendar Apps in Office365,Ricky,Johnson,6/28/2016
556,1034,UserNumber1034learning,A first look at Getting Started with Office 365,This is the full course. Learn how to login and get started with your Mail and Calendar Apps in Office365,Ricky,Johnson,6/28/2016
556,926,UserNumber926learning,A first look at Getting Started with Office 365,This is the full course. Learn how to login and get started with your Mail and Calendar Apps in Office365,James,Hefley,6/28/2016
556,391,UserNumber391learning,A first look at Getting Started with Office 365,This is the full course. Learn how to login and get started with your Mail and Calendar Apps in Office365,Christopher,Baer,6/28/2016
564,1034,UserNumber1034learning,Create New Calendar Appointments and Meetings,"Learn about new calendar appointments, how to add people to meetings and the scheduling assistant",Ricky,Johnson,6/28/2016
556,948,UserNumber948learning,A first look at Getting Started with Office 365,This is the full course. Learn how to login and get started with your Mail and Calendar Apps in Office365,Yasodhara,Hicks,6/28/2016
595,1034,UserNumber1034learning,A first look at getting started with Outlook Groups,"This is the full course for you to learn about the new feature of Outlook Groups - imagine distribution groups on steroids",Ricky,Johnson,6/28/2016
595,1034,UserNumber1034learning,A first look at getting started with Outlook Groups,"This is the full course for you to learn about the new feature of Outlook Groups - imagine distribution groups on steroids",Ricky,Johnson,6/28/2016
559,1034,UserNumber1034learning,Learn how to use Settings,"Learn how to setup your signature, turn on automatic replies and change your theme",Ricky,Johnson,6/28/2016
586,445,UserNumber445learning,Move your files to OneDrive,"Learn about using OneDrive as your new ""server"" so you can access it via the browser anytime and anywhere",Gary,Bleeker,6/28/2016
556,1069,UserNumber1069learning,A first look at Getting Started with Office 365,This is the full course. Learn how to login and get started with your Mail and Calendar Apps in Office365,Cory,Kennington,6/28/2016
556,437,UserNumber437learning,A first look at Getting Started with Office 365,This is the full course. Learn how to login and get started with your Mail and Calendar Apps in Office365,Tawni,Bishop,6/28/2016
556,915,UserNumber915learning,A first look at Getting Started with Office 365,This is the full course. Learn how to login and get started with your Mail and Calendar Apps in Office365,Steven,Hartz,6/28/2016
556,1518,UserNumber1518learning,A first look at Getting Started with Office 365,This is the full course. Learn how to login and get started with your Mail and Calendar Apps in Office365,Sabra,Sanders,6/28/2016
556,602,UserNumber602learning,A first look at Getting Started with Office 365,This is the full course. Learn how to login and get started with your Mail and Calendar Apps in Office365,Jaycie,Coe-Ross,6/28/2016
556,1069,UserNumber1069learning,A first look at Getting Started with Office 365,This is the full course. Learn how to login and get started with your Mail and Calendar Apps in Office365,Cory,Kennington,6/28/2016
556,1462,UserNumber1462learning,A first look at Getting Started with Office 365,This is the full course. Learn how to login and get started with your Mail and Calendar Apps in Office365,Kerry,Rhea,6/28/2016
561,1069,UserNumber1069learning,"Search, Sort and Filter your email",Learn how to use the various sort options when you search for email via the browser,Cory,Kennington,6/28/2016
564,948,UserNumber948learning,Create New Calendar Appointments and Meetings,"Learn about new calendar appointments, how to add people to meetings and the scheduling assistant",Yasodhara,Hicks,6/28/2016
598,948,UserNumber948learning,Work with a Shared Group Calendar,"Learn how to view the shared calendar and work with your group meetings and events",Yasodhara,Hicks,6/28/2016
556,770,UserNumber770learning,A first look at Getting Started with Office 365,This is the full course. Learn how to login and get started with your Mail and Calendar Apps in Office365,Susan,Fisher,6/28/2016
559,391,UserNumber391learning,Learn how to use Settings,"Learn how to setup your signature, turn on automatic replies and change your theme",Christopher,Baer,6/28/2016
598,948,UserNumber948learning,Work with a Shared Group Calendar,"Learn how to view the shared calendar and work with your group meetings and events",Yasodhara,Hicks,6/28/2016
595,948,UserNumber948learning,A first look at getting started with Outlook Groups,"This is the full course for you to learn about the new feature of Outlook Groups - imagine distribution groups on steroids",Yasodhara,Hicks,6/28/2016
558,391,UserNumber391learning,Navigate Outlook Web Access,"Learn how to navigate Outlook web access to use your email via the browser",Christopher,Baer,6/28/2016
595,391,UserNumber391learning,A first look at getting started with Outlook Groups,"This is the full course for you to learn about the new feature of Outlook Groups - imagine distribution groups on steroids",Christopher,Baer,6/28/2016
568,926,UserNumber926learning,A first look at getting Started with Skype For Business,This is the full course for you to learn about the basics of Skype for Business and to start with messaging,James,Hefley,6/28/2016
599,948,UserNumber948learning,Using Group Notebook with OneNote Online,"Learn about OneNote Online and how your group can use it.",Yasodhara,Hicks,6/28/2016
556,1444,UserNumber1444learning,A first look at Getting Started with Office 365,This is the full course. Learn how to login and get started with your Mail and Calendar Apps in Office365,ODAFF,Ramos,6/28/2016
582,391,UserNumber391learning,A first look at getting started with OneDrive for Business,"This is the full course for you to learn about OneDrive for business and how to get started",Christopher,Baer,6/28/2016
582,948,UserNumber948learning,A first look at getting started with OneDrive for Business,"This is the full course for you to learn about OneDrive for business and how to get started",Yasodhara,Hicks,6/28/2016
556,920,UserNumber920learning,A first look at Getting Started with Office 365,This is the full course. Learn how to login and get started with your Mail and Calendar Apps in Office365,Kumarendra,Haynes,6/28/2016
556,1405,UserNumber1405learning,A first look at Getting Started with Office 365,This is the full course. Learn how to login and get started with your Mail and Calendar Apps in Office365,Erma,Pettet,6/28/2016
582,920,UserNumber920learning,A first look at getting started with OneDrive for Business,"This is the full course for you to learn about OneDrive for business and how to get started",Kumarendra,Haynes,6/28/2016
556,800,UserNumber800learning,A first look at Getting Started with Office 365,This is the full course. Learn how to login and get started with your Mail and Calendar Apps in Office365,Lonnie,Franks,6/28/2016
556,1405,UserNumber1405learning,A first look at Getting Started with Office 365,This is the full course. Learn how to login and get started with your Mail and Calendar Apps in Office365,Erma,Pettet,6/28/2016
556,826,UserNumber826learning,A first look at Getting Started with Office 365,This is the full course. Learn how to login and get started with your Mail and Calendar Apps in Office365,Dan,Garrison,6/28/2016
564,602,UserNumber602learning,Create New Calendar Appointments and Meetings,"Learn about new calendar appointments, how to add people to meetings and the scheduling assistant",Jaycie,Coe-Ross,6/28/2016
564,1311,UserNumber1311learning,Create New Calendar Appointments and Meetings,"Learn about new calendar appointments, how to add people to meetings and the scheduling assistant",Sarah,Murray,6/28/2016
562,1311,UserNumber1311learning,"Drag, Drop and other mail management","Learn about drag and drop in the browser, and how to use built in options for working with mail",Sarah,Murray,6/28/2016
595,926,UserNumber926learning,A first look at getting started with Outlook Groups,"This is the full course for you to learn about the new feature of Outlook Groups - imagine distribution groups on steroids",James,Hefley,6/28/2016
556,1109,UserNumber1109learning,A first look at Getting Started with Office 365,This is the full course. Learn how to login and get started with your Mail and Calendar Apps in Office365,Brian,Kurien,6/28/2016
556,1042,UserNumber1042learning,A first look at Getting Started with Office 365,This is the full course. Learn how to login and get started with your Mail and Calendar Apps in Office365,Rayburn,Johnson,6/28/2016
556,1042,UserNumber1042learning,A first look at Getting Started with Office 365,This is the full course. Learn how to login and get started with your Mail and Calendar Apps in Office365,Rayburn,Johnson,6/28/2016
565,1311,UserNumber1311learning,Embedded Email Feature,Learn about the embedded email and the pop out function for drafts,Sarah,Murray,6/28/2016
559,1311,UserNumber1311learning,Learn how to use Settings,"Learn how to setup your signature, turn on automatic replies and change your theme",Sarah,Murray,6/28/2016
558,1311,UserNumber1311learning,Navigate Outlook Web Access,"Learn how to navigate Outlook web access to use your email via the browser",Sarah,Murray,6/28/2016
556,1502,UserNumber1502learning,A first look at Getting Started with Office 365,This is the full course. Learn how to login and get started with your Mail and Calendar Apps in Office365,Daniel,Rumsey,6/28/2016
563,1311,UserNumber1311learning,On the Go Techniques,"Learn about managing your categories, how to flag email and then search and filter",Sarah,Murray,6/28/2016
556,1502,UserNumber1502learning,A first look at Getting Started with Office 365,This is the full course. Learn how to login and get started with your Mail and Calendar Apps in Office365,Daniel,Rumsey,6/28/2016
582,1311,UserNumber1311learning,A first look at getting started with OneDrive for Business,"This is the full course for you to learn about OneDrive for business and how to get started",Sarah,Murray,6/28/2016
556,1502,UserNumber1502learning,A first look at Getting Started with Office 365,This is the full course. Learn how to login and get started with your Mail and Calendar Apps in Office365,Daniel,Rumsey,6/28/2016
556,1502,UserNumber1502learning,A first look at Getting Started with Office 365,This is the full course. Learn how to login and get started with your Mail and Calendar Apps in Office365,Daniel,Rumsey,6/28/2016
556,744,UserNumber744learning,A first look at Getting Started with Office 365,This is the full course. Learn how to login and get started with your Mail and Calendar Apps in Office365,Lisa,Estabrooks,6/28/2016
562,602,UserNumber602learning,"Drag, Drop and other mail management","Learn about drag and drop in the browser, and how to use built in options for working with mail",Jaycie,Coe-Ross,6/28/2016
565,602,UserNumber602learning,Embedded Email Feature,Learn about the embedded email and the pop out function for drafts,Jaycie,Coe-Ross,6/28/2016
556,744,UserNumber744learning,A first look at Getting Started with Office 365,This is the full course. Learn how to login and get started with your Mail and Calendar Apps in Office365,Lisa,Estabrooks,6/28/2016
559,602,UserNumber602learning,Learn how to use Settings,"Learn how to setup your signature, turn on automatic replies and change your theme",Jaycie,Coe-Ross,6/28/2016
556,1759,UserNumber1759learning,A first look at Getting Started with Office 365,This is the full course. Learn how to login and get started with your Mail and Calendar Apps in Office365,Barty,Whitener,6/28/2016
556,1759,UserNumber1759learning,A first look at Getting Started with Office 365,This is the full course. Learn how to login and get started with your Mail and Calendar Apps in Office365,Barty,Whitener,6/28/2016
599,744,UserNumber744learning,Using Group Notebook with OneNote Online,"Learn about OneNote Online and how your group can use it.",Lisa,Estabrooks,6/28/2016
556,1759,UserNumber1759learning,A first look at Getting Started with Office 365,This is the full course. Learn how to login and get started with your Mail and Calendar Apps in Office365,Barty,Whitener,6/28/2016
556,1759,UserNumber1759learning,A first look at Getting Started with Office 365,This is the full course. Learn how to login and get started with your Mail and Calendar Apps in Office365,Barty,Whitener,6/28/2016
556,1759,UserNumber1759learning,A first look at Getting Started with Office 365,This is the full course. Learn how to login and get started with your Mail and Calendar Apps in Office365,Barty,Whitener,6/28/2016
556,754,UserNumber754learning,A first look at Getting Started with Office 365,This is the full course. Learn how to login and get started with your Mail and Calendar Apps in Office365,Annette,Farr,6/28/2016
564,754,UserNumber754learning,Create New Calendar Appointments and Meetings,"Learn about new calendar appointments, how to add people to meetings and the scheduling assistant",Annette,Farr,6/28/2016
556,1160,UserNumber1160learning,A first look at Getting Started with Office 365,This is the full course. Learn how to login and get started with your Mail and Calendar Apps in Office365,Brian,Livesay,6/28/2016
564,1160,UserNumber1160learning,Create New Calendar Appointments and Meetings,"Learn about new calendar appointments, how to add people to meetings and the scheduling assistant",Brian,Livesay,6/28/2016
556,984,UserNumber984learning,A first look at Getting Started with Office 365,This is the full course. Learn how to login and get started with your Mail and Calendar Apps in Office365,Barry,Hsing,6/28/2016
556,984,UserNumber984learning,A first look at Getting Started with Office 365,This is the full course. Learn how to login and get started with your Mail and Calendar Apps in Office365,Barry,Hsing,6/28/2016
556,701,UserNumber701learning,A first look at Getting Started with Office 365,This is the full course. Learn how to login and get started with your Mail and Calendar Apps in Office365,Kimberly,Dixon,6/28/2016
556,1499,UserNumber1499learning,A first look at Getting Started with Office 365,This is the full course. Learn how to login and get started with your Mail and Calendar Apps in Office365,Bryan,Rowden,6/28/2016
568,1311,UserNumber1311learning,A first look at getting Started with Skype For Business,This is the full course for you to learn about the basics of Skype for Business and to start with messaging,Sarah,Murray,6/28/2016
576,1311,UserNumber1311learning,Share Your Screen or the Burn,"Share Your Screen versus burn the carpet",Sarah,Murray,6/28/2016
564,826,UserNumber826learning,Create New Calendar Appointments and Meetings,"Learn about new calendar appointments, how to add people to meetings and the scheduling assistant",Dan,Garrison,6/28/2016
566,1311,UserNumber1311learning,Whiteboard with Skype at your Desk with others,"Learn about the whiteboard features provided by Skype for Business",Sarah,Murray,6/28/2016
567,1311,UserNumber1311learning,Work with People and Other Groups,Learn how to work with people and other groups you have set up in Skype,Sarah,Murray,6/28/2016
564,1499,UserNumber1499learning,Create New Calendar Appointments and Meetings,"Learn about new calendar appointments, how to add people to meetings and the scheduling assistant",Bryan,Rowden,6/28/2016
562,1499,UserNumber1499learning,"Drag, Drop and other mail management","Learn about drag and drop in the browser, and how to use built in options for working with mail",Bryan,Rowden,6/28/2016
565,1499,UserNumber1499learning,Embedded Email Feature,Learn about the embedded email and the pop out function for drafts,Bryan,Rowden,6/28/2016
579,1198,UserNumber1198learning,Add people to your favorites and other groups,"Learn how to add users to the various groups of Skype for Business",Bob,Manuel,6/28/2016
595,1311,UserNumber1311learning,A first look at getting started with Outlook Groups,"This is the full course for you to learn about the new feature of Outlook Groups - imagine distribution groups on steroids",Sarah,Murray,6/28/2016
582,1198,UserNumber1198learning,A first look at getting started with OneDrive for Business,"This is the full course for you to learn about OneDrive for business and how to get started",Bob,Manuel,6/28/2016
598,1198,UserNumber1198learning,Work with a Shared Group Calendar,"Learn how to view the shared calendar and work with your group meetings and events",Bob,Manuel,6/28/2016
